level,lesson,question_vi,answer_zh,words,explanation
HSK 2,5,Chúng tôi đang chuẩn bị cho kỳ thi ngày mai.,我们正在准备明天的考试。,"[""我们"", ""正在"", ""准备"", ""明天"", ""的"", ""考试""]",Sắp xếp các từ để tạo câu đúng: 我们正在准备明天的考试。
HSK 2,5,Hãy đặt sách lên bàn.,请把书放在桌子上。,"[""请"", ""把"", ""书"", ""放"", ""在"", ""桌子"", ""上""]",Sắp xếp các từ để tạo câu đúng: 请把书放在桌子上。
HSK 2,5,Tôi thấy bộ quần áo này rất đẹp.,我觉得这件衣服很漂亮。,"[""我"", ""觉得"", ""这件"", ""衣服"", ""很"", ""漂亮""]",Sắp xếp các từ để tạo câu đúng: 我觉得这件衣服很漂亮。
HSK 2,5,Cuối tuần cô ấy thường trò chuyện với bạn.,她周末常常和朋友聊天。,"[""她"", ""周末"", ""常常"", ""和"", ""朋友"", ""聊天""]",Sắp xếp các từ để tạo câu đúng: 她周末常常和朋友聊天。
HSK 2,5,Từ đây đến nhà ga mất mười phút.,从这里到车站要十分钟。,"[""从"", ""这里"", ""到"", ""车站"", ""要"", ""十分钟""]",Sắp xếp các từ để tạo câu đúng: 从这里到车站要十分钟。
HSK 2,5,Nếu bạn có thời gian thì hãy đến nhà tôi.,如果你有时间就来我家吧。,"[""如果"", ""你"", ""有"", ""时间"", ""就"", ""来"", ""我家"", ""吧""]",Sắp xếp các từ để tạo câu đúng: 如果你有时间就来我家吧。
HSK 2,6,Tôi đã ăn sáng rồi.,我已经吃过早饭了。,"[""我"", ""已经"", ""吃过"", ""早饭"", ""了""]",Sắp xếp các từ để tạo câu đúng: 我已经吃过早饭了。
HSK 2,6,Vì trời mưa nên tôi không ra ngoài.,因为下雨所以我没出去。,"[""因为"", ""下雨"", ""所以"", ""我"", ""没"", ""出去""]",Sắp xếp các từ để tạo câu đúng: 因为下雨所以我没出去。
HSK 2,6,Bạn có thể giúp tôi một chút không?,你可以帮我一下吗。,"[""你"", ""可以"", ""帮"", ""我"", ""一下"", ""吗""]",Sắp xếp các từ để tạo câu đúng: 你可以帮我一下吗。
HSK 2,6,Anh ấy cao hơn tôi một chút.,他比我高一点儿。,"[""他"", ""比"", ""我"", ""高"", ""一点儿""]",Sắp xếp các từ để tạo câu đúng: 他比我高一点儿。
HSK 2,6,Chúng tôi đang chuẩn bị cho kỳ thi ngày mai.,我们正在准备明天的考试。,"[""我们"", ""正在"", ""准备"", ""明天"", ""的"", ""考试""]",Sắp xếp các từ để tạo câu đúng: 我们正在准备明天的考试。
HSK 2,6,Hãy đặt sách lên bàn.,请把书放在桌子上。,"[""请"", ""把"", ""书"", ""放"", ""在"", ""桌子"", ""上""]",Sắp xếp các từ để tạo câu đúng: 请把书放在桌子上。
HSK 2,6,Tôi thấy bộ quần áo này rất đẹp.,我觉得这件衣服很漂亮。,"[""我"", ""觉得"", ""这件"", ""衣服"", ""很"", ""漂亮""]",Sắp xếp các từ để tạo câu đúng: 我觉得这件衣服很漂亮。
HSK 2,6,Cuối tuần cô ấy thường trò chuyện với bạn.,她周末常常和朋友聊天。,"[""她"", ""周末"", ""常常"", ""和"", ""朋友"", ""聊天""]",Sắp xếp các từ để tạo câu đúng: 她周末常常和朋友聊天。
HSK 2,6,Từ đây đến nhà ga mất mười phút.,从这里到车站要十分钟。,"[""从"", ""这里"", ""到"", ""车站"", ""要"", ""十分钟""]",Sắp xếp các từ để tạo câu đúng: 从这里到车站要十分钟。
HSK 2,6,Nếu bạn có thời gian thì hãy đến nhà tôi.,如果你有时间就来我家吧。,"[""如果"", ""你"", ""有"", ""时间"", ""就"", ""来"", ""我家"", ""吧""]",Sắp xếp các từ để tạo câu đúng: 如果你有时间就来我家吧。
HSK 2,7,Tôi đã ăn sáng rồi.,我已经吃过早饭了。,"[""我"", ""已经"", ""吃过"", ""早饭"", ""了""]",Sắp xếp các từ để tạo câu đúng: 我已经吃过早饭了。
HSK 2,7,Vì trời mưa nên tôi không ra ngoài.,因为下雨所以我没出去。,"[""因为"", ""下雨"", ""所以"", ""我"", ""没"", ""出去""]",Sắp xếp các từ để tạo câu đúng: 因为下雨所以我没出去。
HSK 2,7,Bạn có thể giúp tôi một chút không?,你可以帮我一下吗。,"[""你"", ""可以"", ""帮"", ""我"", ""一下"", ""吗""]",Sắp xếp các từ để tạo câu đúng: 你可以帮我一下吗。
HSK 2,7,Anh ấy cao hơn tôi một chút.,他比我高一点儿。,"[""他"", ""比"", ""我"", ""高"", ""一点儿""]",Sắp xếp các từ để tạo câu đúng: 他比我高一点儿。
HSK 2,7,Chúng tôi đang chuẩn bị cho kỳ thi ngày mai.,我们正在准备明天的考试。,"[""我们"", ""正在"", ""准备"", ""明天"", ""的"", ""考试""]",Sắp xếp các từ để tạo câu đúng: 我们正在准备明天的考试。
HSK 2,7,Hãy đặt sách lên bàn.,请把书放在桌子上。,"[""请"", ""把"", ""书"", ""放"", ""在"", ""桌子"", ""上""]",Sắp xếp các từ để tạo câu đúng: 请把书放在桌子上。
HSK 2,7,Tôi thấy bộ quần áo này rất đẹp.,我觉得这件衣服很漂亮。,"[""我"", ""觉得"", ""这件"", ""衣服"", ""很"", ""漂亮""]",Sắp xếp các từ để tạo câu đúng: 我觉得这件衣服很漂亮。
HSK 2,7,Cuối tuần cô ấy thường trò chuyện với bạn.,她周末常常和朋友聊天。,"[""她"", ""周末"", ""常常"", ""和"", ""朋友"", ""聊天""]",Sắp xếp các từ để tạo câu đúng: 她周末常常和朋友聊天。
HSK 2,7,Từ đây đến nhà ga mất mười phút.,从这里到车站要十分钟。,"[""从"", ""这里"", ""到"", ""车站"", ""要"", ""十分钟""]",Sắp xếp các từ để tạo câu đúng: 从这里到车站要十分钟。
HSK 2,7,Nếu bạn có thời gian thì hãy đến nhà tôi.,如果你有时间就来我家吧。,"[""如果"", ""你"", ""有"", ""时间"", ""就"", ""来"", ""我家"", ""吧""]",Sắp xếp các từ để tạo câu đúng: 如果你有时间就来我家吧。
HSK 2,8,Tôi đã ăn sáng rồi.,我已经吃过早饭了。,"[""我"", ""已经"", ""吃过"", ""早饭"", ""了""]",Sắp xếp các từ để tạo câu đúng: 我已经吃过早饭了。
HSK 2,8,Vì trời mưa nên tôi không ra ngoài.,因为下雨所以我没出去。,"[""因为"", ""下雨"", ""所以"", ""我"", ""没"", ""出去""]",Sắp xếp các từ để tạo câu đúng: 因为下雨所以我没出去。
HSK 2,8,Bạn có thể giúp tôi một chút không?,你可以帮我一下吗。,"[""你"", ""可以"", ""帮"", ""我"", ""一下"", ""吗""]",Sắp xếp các từ để tạo câu đúng: 你可以帮我一下吗。
HSK 2,8,Anh ấy cao hơn tôi một chút.,他比我高一点儿。,"[""他"", ""比"", ""我"", ""高"", ""一点儿""]",Sắp xếp các từ để tạo câu đúng: 他比我高一点儿。
HSK 2,8,Chúng tôi đang chuẩn bị cho kỳ thi ngày mai.,我们正在准备明天的考试。,"[""我们"", ""正在"", ""准备"", ""明天"", ""的"", ""考试""]",Sắp xếp các từ để tạo câu đúng: 我们正在准备明天的考试。
HSK 2,8,Hãy đặt sách lên bàn.,请把书放在桌子上。,"[""请"", ""把"", ""书"", ""放"", ""在"", ""桌子"", ""上""]",Sắp xếp các từ để tạo câu đúng: 请把书放在桌子上。
HSK 2,8,Tôi thấy bộ quần áo này rất đẹp.,我觉得这件衣服很漂亮。,"[""我"", ""觉得"", ""这件"", ""衣服"", ""很"", ""漂亮""]",Sắp xếp các từ để tạo câu đúng: 我觉得这件衣服很漂亮。
HSK 2,8,Cuối tuần cô ấy thường trò chuyện với bạn.,她周末常常和朋友聊天。,"[""她"", ""周末"", ""常常"", ""和"", ""朋友"", ""聊天""]",Sắp xếp các từ để tạo câu đúng: 她周末常常和朋友聊天。
HSK 2,8,Từ đây đến nhà ga mất mười phút.,从这里到车站要十分钟。,"[""从"", ""这里"", ""到"", ""车站"", ""要"", ""十分钟""]",Sắp xếp các từ để tạo câu đúng: 从这里到车站要十分钟。
HSK 2,8,Nếu bạn có thời gian thì hãy đến nhà tôi.,如果你有时间就来我家吧。,"[""如果"", ""你"", ""有"", ""时间"", ""就"", ""来"", ""我家"", ""吧""]",Sắp xếp các từ để tạo câu đúng: 如果你有时间就来我家吧。
HSK 2,9,Tôi đã ăn sáng rồi.,我已经吃过早饭了。,"[""我"", ""已经"", ""吃过"", ""早饭"", ""了""]",Sắp xếp các từ để tạo câu đúng: 我已经吃过早饭了。
HSK 2,9,Vì trời mưa nên tôi không ra ngoài.,因为下雨所以我没出去。,"[""因为"", ""下雨"", ""所以"", ""我"", ""没"", ""出去""]",Sắp xếp các từ để tạo câu đúng: 因为下雨所以我没出去。
HSK 2,9,Bạn có thể giúp tôi một chút không?,你可以帮我一下吗。,"[""你"", ""可以"", ""帮"", ""我"", ""一下"", ""吗""]",Sắp xếp các từ để tạo câu đúng: 你可以帮我一下吗。
HSK 2,9,Anh ấy cao hơn tôi một chút.,他比我高一点儿。,"[""他"", ""比"", ""我"", ""高"", ""一点儿""]",Sắp xếp các từ để tạo câu đúng: 他比我高一点儿。
HSK 2,9,Chúng tôi đang chuẩn bị cho kỳ thi ngày mai.,我们正在准备明天的考试。,"[""我们"", ""正在"", ""准备"", ""明天"", ""的"", ""考试""]",Sắp xếp các từ để tạo câu đúng: 我们正在准备明天的考试。
HSK 2,9,Hãy đặt sách lên bàn.,请把书放在桌子上。,"[""请"", ""把"", ""书"", ""放"", ""在"", ""桌子"", ""上""]",Sắp xếp các từ để tạo câu đúng: 请把书放在桌子上。
HSK 2,9,Tôi thấy bộ quần áo này rất đẹp.,我觉得这件衣服很漂亮。,"[""我"", ""觉得"", ""这件"", ""衣服"", ""很"", ""漂亮""]",Sắp xếp các từ để tạo câu đúng: 我觉得这件衣服很漂亮。
HSK 2,9,Cuối tuần cô ấy thường trò chuyện với bạn.,她周末常常和朋友聊天。,"[""她"", ""周末"", ""常常"", ""和"", ""朋友"", ""聊天""]",Sắp xếp các từ để tạo câu đúng: 她周末常常和朋友聊天。
HSK 2,9,Từ đây đến nhà ga mất mười phút.,从这里到车站要十分钟。,"[""从"", ""这里"", ""到"", ""车站"", ""要"", ""十分钟""]",Sắp xếp các từ để tạo câu đúng: 从这里到车站要十分钟。
HSK 2,9,Nếu bạn có thời gian thì hãy đến nhà tôi.,如果你有时间就来我家吧。,"[""如果"", ""你"", ""有"", ""时间"", ""就"", ""来"", ""我家"", ""吧""]",Sắp xếp các từ để tạo câu đúng: 如果你有时间就来我家吧。
HSK 2,10,Tôi đã ăn sáng rồi.,我已经吃过早饭了。,"[""我"", ""已经"", ""吃过"", ""早饭"", ""了""]",Sắp xếp các từ để tạo câu đúng: 我已经吃过早饭了。
HSK 2,10,Vì trời mưa nên tôi không ra ngoài.,因为下雨所以我没出去。,"[""因为"", ""下雨"", ""所以"", ""我"", ""没"", ""出去""]",Sắp xếp các từ để tạo câu đúng: 因为下雨所以我没出去。
HSK 2,10,Bạn có thể giúp tôi một chút không?,你可以帮我一下吗。,"[""你"", ""可以"", ""帮"", ""我"", ""一下"", ""吗""]",Sắp xếp các từ để tạo câu đúng: 你可以帮我一下吗。
HSK 2,10,Anh ấy cao hơn tôi một chút.,他比我高一点儿。,"[""他"", ""比"", ""我"", ""高"", ""一点儿""]",Sắp xếp các từ để tạo câu đúng: 他比我高一点儿。
HSK 2,10,Chúng tôi đang chuẩn bị cho kỳ thi ngày mai.,我们正在准备明天的考试。,"[""我们"", ""正在"", ""准备"", ""明天"", ""的"", ""考试""]",Sắp xếp các từ để tạo câu đúng: 我们正在准备明天的考试。
HSK 2,10,Hãy đặt sách lên bàn.,请把书放在桌子上。,"[""请"", ""把"", ""书"", ""放"", ""在"", ""桌子"", ""上""]",Sắp xếp các từ để tạo câu đúng: 请把书放在桌子上。
HSK 2,10,Tôi thấy bộ quần áo này rất đẹp.,我觉得这件衣服很漂亮。,"[""我"", ""觉得"", ""这件"", ""衣服"", ""很"", ""漂亮""]",Sắp xếp các từ để tạo câu đúng: 我觉得这件衣服很漂亮。
HSK 2,10,Cuối tuần cô ấy thường trò chuyện với bạn.,她周末常常和朋友聊天。,"[""她"", ""周末"", ""常常"", ""和"", ""朋友"", ""聊天""]",Sắp xếp các từ để tạo câu đúng: 她周末常常和朋友聊天。
HSK 2,10,Từ đây đến nhà ga mất mười phút.,从这里到车站要十分钟。,"[""从"", ""这里"", ""到"", ""车站"", ""要"", ""十分钟""]",Sắp xếp các từ để tạo câu đúng: 从这里到车站要十分钟。
HSK 2,10,Nếu bạn có thời gian thì hãy đến nhà tôi.,如果你有时间就来我家吧。,"[""如果"", ""你"", ""有"", ""时间"", ""就"", ""来"", ""我家"", ""吧""]",Sắp xếp các từ để tạo câu đúng: 如果你有时间就来我家吧。
HSK 3,1,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 3,1,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 3,1,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 3,1,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 3,1,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 3,1,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 3,1,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 3,1,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 3,1,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 3,1,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 3,2,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 3,2,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 3,2,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 3,2,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 3,2,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 3,2,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 3,2,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 3,2,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 3,2,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 3,2,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 3,3,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 3,3,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 3,3,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 3,3,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 3,3,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 3,3,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 3,3,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 3,3,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 3,3,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 3,3,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 3,4,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 3,4,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 3,4,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 3,4,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 3,4,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 3,4,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 3,4,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 3,4,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 3,4,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 3,4,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 3,5,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 3,5,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 3,5,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 3,5,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 3,5,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 3,5,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 3,5,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 3,5,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
HSK 3,5,Dù gặp khó khăn gì cũng đừng bỏ cuộc.,无论遇到什么困难都不要放弃。,"[""无论"", ""遇到"", ""什么"", ""困难"", ""都"", ""不要"", ""放弃""]",Sắp xếp các từ để tạo câu đúng: 无论遇到什么困难都不要放弃。
HSK 3,5,Chúng ta nên bảo vệ môi trường xung quanh.,我们应该保护周围的环境。,"[""我们"", ""应该"", ""保护"", ""周围"", ""的"", ""环境""]",Sắp xếp các từ để tạo câu đúng: 我们应该保护周围的环境。
HSK 3,6,Mặc dù hôm nay rất bận nhưng tôi vẫn đến.,虽然今天很忙但是我还是来了。,"[""虽然"", ""今天"", ""很"", ""忙"", ""但是"", ""我"", ""还是"", ""来了""]",Sắp xếp các từ để tạo câu đúng: 虽然今天很忙但是我还是来了。
HSK 3,6,Tôi ngày càng hứng thú với lịch sử Trung Quốc.,我对中国历史越来越感兴趣。,"[""我"", ""对"", ""中国"", ""历史"", ""越来越"", ""感兴趣""]",Sắp xếp các từ để tạo câu đúng: 我对中国历史越来越感兴趣。
HSK 3,6,Ngoài tiếng Trung ra anh ấy còn biết tiếng Anh.,除了汉语以外他还会英语。,"[""除了"", ""汉语"", ""以外"", ""他"", ""还"", ""会"", ""英语""]",Sắp xếp các từ để tạo câu đúng: 除了汉语以外他还会英语。
HSK 3,6,Giáo viên yêu cầu chúng tôi hoàn thành bài đúng giờ.,老师要求我们按时完成作业。,"[""老师"", ""要求"", ""我们"", ""按时"", ""完成"", ""作业""]",Sắp xếp các từ để tạo câu đúng: 老师要求我们按时完成作业。
HSK 3,6,Nhà hàng này không những rẻ mà còn ngon.,这家餐厅不仅便宜而且好吃。,"[""这家"", ""餐厅"", ""不仅"", ""便宜"", ""而且"", ""好吃""]",Sắp xếp các từ để tạo câu đúng: 这家餐厅不仅便宜而且好吃。
HSK 3,6,Tôi viết kế hoạch du lịch vào sổ tay.,我把旅行计划写在笔记本上。,"[""我"", ""把"", ""旅行"", ""计划"", ""写"", ""在"", ""笔记本"", ""上""]",Sắp xếp các từ để tạo câu đúng: 我把旅行计划写在笔记本上。
HSK 3,6,Nghe nói bộ phim đó đã công chiếu rồi.,听说那部电影已经上映了。,"[""听说"", ""那部"", ""电影"", ""已经"", ""上映"", ""了""]",Sắp xếp các từ để tạo câu đúng: 听说那部电影已经上映了。
HSK 3,6,Anh ấy đã cải thiện phát âm qua việc luyện tập.,他通过练习提高了发音。,"[""他"", ""通过"", ""练习"", ""提高"", ""了"", ""发音""]",Sắp xếp các từ để tạo câu đúng: 他通过练习提高了发音。
