level,lesson,question_vi,answer_zh,explanation
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để tối ưu hóa cơ cấu công nghiệp.","专家正在研究如何优化产业结构。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để nâng cao năng lực cạnh tranh.","专家正在研究如何提升竞争力。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để giải quyết mâu thuẫn xã hội.","专家正在研究如何解决社会矛盾。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để xây dựng cơ chế minh bạch.","专家正在研究如何建立透明机制。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để ứng phó với biến đổi khí hậu.","专家正在研究如何应对气候变化。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để thúc đẩy phát triển bền vững.","专家正在研究如何促进可持续发展。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để tăng cường quản trị rủi ro.","专家正在研究如何加强风险管理。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để mở rộng hợp tác quốc tế.","专家正在研究如何拓展国际合作。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","18","Các chuyên gia đang nghiên cứu làm thế nào để bảo tồn di sản văn hóa.","专家正在研究如何保护文化遗产。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","19","Mục tiêu cuối cùng là thúc đẩy chuyển đổi số.","最终目标是推动数字化转型。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","19","Mục tiêu cuối cùng là tối ưu hóa cơ cấu công nghiệp.","最终目标是优化产业结构。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","19","Mục tiêu cuối cùng là nâng cao năng lực cạnh tranh.","最终目标是提升竞争力。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","19","Mục tiêu cuối cùng là giải quyết mâu thuẫn xã hội.","最终目标是解决社会矛盾。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","19","Mục tiêu cuối cùng là xây dựng cơ chế minh bạch.","最终目标是建立透明机制。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","19","Mục tiêu cuối cùng là ứng phó với biến đổi khí hậu.","最终目标是应对气候变化。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","19","Mục tiêu cuối cùng là thúc đẩy phát triển bền vững.","最终目标是促进可持续发展。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","19","Mục tiêu cuối cùng là tăng cường quản trị rủi ro.","最终目标是加强风险管理。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","19","Mục tiêu cuối cùng là mở rộng hợp tác quốc tế.","最终目标是拓展国际合作。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","19","Mục tiêu cuối cùng là bảo tồn di sản văn hóa.","最终目标是保护文化遗产。","保护文化遗产 = bảo tồn di sản văn hóa"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể thúc đẩy chuyển đổi số hay không.","结果取决于我们能否推动数字化转型。","推动数字化转型 = thúc đẩy chuyển đổi số"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể tối ưu hóa cơ cấu công nghiệp hay không.","结果取决于我们能否优化产业结构。","优化产业结构 = tối ưu hóa cơ cấu công nghiệp"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể nâng cao năng lực cạnh tranh hay không.","结果取决于我们能否提升竞争力。","提升竞争力 = nâng cao năng lực cạnh tranh"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể giải quyết mâu thuẫn xã hội hay không.","结果取决于我们能否解决社会矛盾。","解决社会矛盾 = giải quyết mâu thuẫn xã hội"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể xây dựng cơ chế minh bạch hay không.","结果取决于我们能否建立透明机制。","建立透明机制 = xây dựng cơ chế minh bạch"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể ứng phó với biến đổi khí hậu hay không.","结果取决于我们能否应对气候变化。","应对气候变化 = ứng phó với biến đổi khí hậu"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể thúc đẩy phát triển bền vững hay không.","结果取决于我们能否促进可持续发展。","促进可持续发展 = thúc đẩy phát triển bền vững"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể tăng cường quản trị rủi ro hay không.","结果取决于我们能否加强风险管理。","加强风险管理 = tăng cường quản trị rủi ro"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể mở rộng hợp tác quốc tế hay không.","结果取决于我们能否拓展国际合作。","拓展国际合作 = mở rộng hợp tác quốc tế"
"HSK 6","20","Kết quả phụ thuộc vào việc chúng ta có thể bảo tồn di sản văn hóa hay không.","结果取决于我们能否保护文化遗产。","保护文化遗产 = bảo tồn di sản văn hóa"
