level,lesson,question_vi,answer_zh,explanation
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để thực hiện cải cách toàn diện.","专家正在研究如何实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để tăng cường giao lưu văn hóa.","专家正在研究如何加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","18","Các chuyên gia đang nghiên cứu làm thế nào để đánh giá tác động xã hội.","专家正在研究如何评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","19","Mục tiêu cuối cùng là thúc đẩy phát triển kinh tế.","最终目标是促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","19","Mục tiêu cuối cùng là nâng cao nhận thức cộng đồng.","最终目标是提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","19","Mục tiêu cuối cùng là đối mặt với thách thức.","最终目标是面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","19","Mục tiêu cuối cùng là bảo đảm quyền lợi người tiêu dùng.","最终目标是保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","19","Mục tiêu cuối cùng là phân bổ nguồn lực hợp lý.","最终目标是合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","19","Mục tiêu cuối cùng là tạo ra cơ hội việc làm.","最终目标是创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","19","Mục tiêu cuối cùng là duy trì mối quan hệ ổn định.","最终目标是维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","19","Mục tiêu cuối cùng là thực hiện cải cách toàn diện.","最终目标是实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","19","Mục tiêu cuối cùng là tăng cường giao lưu văn hóa.","最终目标是加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","19","Mục tiêu cuối cùng là đánh giá tác động xã hội.","最终目标是评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể thúc đẩy phát triển kinh tế hay không.","结果取决于我们能否促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể nâng cao nhận thức cộng đồng hay không.","结果取决于我们能否提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể đối mặt với thách thức hay không.","结果取决于我们能否面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể bảo đảm quyền lợi người tiêu dùng hay không.","结果取决于我们能否保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể phân bổ nguồn lực hợp lý hay không.","结果取决于我们能否合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể tạo ra cơ hội việc làm hay không.","结果取决于我们能否创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể duy trì mối quan hệ ổn định hay không.","结果取决于我们能否维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể thực hiện cải cách toàn diện hay không.","结果取决于我们能否实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể tăng cường giao lưu văn hóa hay không.","结果取决于我们能否加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","20","Kết quả phụ thuộc vào việc chúng ta có thể đánh giá tác động xã hội hay không.","结果取决于我们能否评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
